0.03333,MOT_control_all,mix2_1,,
0.03333,MOT_mc_speaker_00,l1,,
0.03333,MOT_all,mix_cut1,,
167.61657,2,j4-1,,,
167.61657,3,j4-1,,,
167.61657,4,j4-1,,,
167.61657,5,j4-1,,,
167.74989,MOT_mc_special_03,lp2,,
168.04986,1,1-2,,,
168.04986,2,1-2,,,
168.04986,3,1-2,,,
168.04986,4,1-2,,,
168.04986,5,1-2,,,
168.54980999999998,1,,r1,,
168.54980999999998,2,,lb0,,
168.54980999999998,3,,r2,,
168.54980999999998,4,,lb2,,
168.54980999999998,5,,r4,,
168.71645999999998,MOT_mc_stage_color_00,y-flash,,
168.91644,1,2-3,,,
168.91644,2,2-3,,,
168.91644,3,2-3,,,
168.91644,4,2-3,,,
168.91644,5,2-3,,,
169.01642999999999,MOT_mc_special_03,2-3,,
169.34973,1,,rb0,,
169.34973,2,,l1,,
169.34973,3,,rb1,,
169.34973,4,,l3,,
169.34973,5,,rb3,,
169.34973,MOT_mc_special_03,lp3,,
169.51638,MOT_mc_stage_color_00,y-flash,,
169.71635999999998,1,3-4,,,
169.71635999999998,2,3-4,,,
169.71635999999998,3,3-4,,,
169.71635999999998,4,3-4,,,
169.71635999999998,5,3-4,,,
170.08299,1,j4-1,,,
170.08299,2,j4-1,,,
170.08299,3,j4-1,,,
170.08299,4,j4-1,,,
170.08299,5,j4-1,,,
170.41629,MOT_mc_stage_color_00,r-flash,,
170.58293999999998,1,hj1,,,
170.58293999999998,2,hj1,,,
170.58293999999998,3,hj1,,,
170.58293999999998,4,hj1,,,
170.58293999999998,5,hj1,,,
171.18287999999998,MOT_mc_special_03,3-4,,
171.21621,MOT_mc_stage_color_00,r-flash,,
171.21621,1,hj1,,,
171.28287,4,hj1,,,
171.34953,5,hj1,,,
171.41619,2,hj1,,,
171.48284999999998,3,hj1,,,
171.54951,MOT_mc_special_03,sj4,,
171.94947,1,hj1,,,
171.94947,MOT_mc_special_03,4-1,,
172.01613,4,hj1,,,
172.08279,5,hj1,,,
172.14945,2,hj1,,,
172.21611,3,hj1,,,
172.3161,MOT_mc_special_03,j1-2,,
172.84938,1,1-2,,,
172.84938,2,1-2,,,
172.84938,3,1-2,,,
172.84938,4,1-2,,,
172.84938,5,1-2,,,
172.84938,MOT_mc_special_03,lp2,,
173.11602,1,j2-3,,,
173.11602,2,j2-3,,,
173.11602,3,j2-3,,,
173.11602,4,j2-3,,,
173.11602,5,j2-3,,,
173.41599,1,sj3,,,
173.41599,2,sj3,,,
173.41599,3,sj3,,,
173.41599,4,sj3,,,
173.41599,5,sj3,,,
173.58264,MOT_mc_stage_color_00,b-flash,,
173.74929,1,lp3,,,
173.74929,2,lp3,,,
173.74929,3,lp3,,,
173.74929,4,lp3,,,
173.74929,5,lp3,,,
174.54921,1,j3-4,,,
174.54921,2,j3-4,,,
174.54921,3,j3-4,,,
174.54921,4,j3-4,,,
174.54921,5,j3-4,,,
174.81584999999998,MOT_mc_special_03,2-4,,
174.91584,1,lp4,,,
174.91584,2,lp4,,,
174.91584,3,lp4,,,
174.91584,4,lp4,,,
174.91584,5,lp4,,,
175.71576,1,4-1,,,
175.71576,2,4-1,,,
175.71576,3,4-1,,,
175.71576,4,4-1,,,
175.71576,5,4-1,,,
175.71576,MOT_mc_special_03,sj4,,
176.01573,2,j1-2,,,
176.01573,4,j1-2,,,
176.11571999999998,MOT_mc_special_03,4-1,,
176.3157,3,j1-2,,,
176.3157,5,j1-2,,,
176.48235,MOT_mc_special_03,j1-2,,
176.649,1,w1,,,
176.68232999999998,1,j1-2,,,
176.84897999999998,MOT_mc_special_03,lp2,,
177.04896,4,j2-3,,,
177.04896,5,j2-3,,,
177.04896,1,j2-3,,,
177.04896,2,j2-3,,,
177.04896,3,j2-3,,,
177.38226,1,lp3,,,
177.38226,2,lp3,,,
177.38226,3,lp3,,,
177.38226,4,lp3,,,
177.38226,5,lp3,,,
177.9822,1,3-4,,,
177.9822,2,3-4,l2,,
177.9822,3,3-4,r2,,
177.9822,4,3-4,l4,,
177.9822,5,3-4,r4,,
178.24884,1,4-1,,,
178.24884,2,4-1,,,
178.24884,3,4-1,,,
178.24884,4,4-1,,,
178.24884,5,4-1,,,
178.38216,MOT_mc_special_03,2-3,,
178.51548,1,1-2,,,
178.51548,2,1-2,l3,,
178.51548,3,1-2,r3,,
178.51548,4,1-2,l5,,
178.51548,5,1-2,r5,,
178.84878,MOT_mc_special_03,lp3,,
178.88210999999998,2,,l4,,
178.88210999999998,3,,r4,,
179.24874,1,j2-3,,,
179.31539999999998,2,j2-3,,,
179.31539999999998,3,j2-3,,,
179.38206,4,j2-3,,,
179.38206,5,j2-3,,,
179.982,2,,lb3,,
179.982,3,,rb3,,
179.982,4,,lb4,,
179.982,5,,rb4,,
179.982,1,3-4,,,
179.982,2,3-4,,,
179.982,3,3-4,,,
179.982,4,3-4,,,
179.982,5,3-4,,,
180.34862999999999,2,,lb2,,
180.34862999999999,3,,rb2,,
180.34862999999999,4,,lb3,,
180.34862999999999,5,,rb3,,
180.6486,1,j4-1,,,
180.6486,2,j4-1,,,
180.6486,3,j4-1,,,
180.6486,4,j4-1,,,
180.6486,5,j4-1,,,
181.01523,MOT_mc_bg_black_00,b0-20,,
181.01523,4,1-2,lb2,,
181.01523,5,1-2,rb2,,
181.01523,1,1-2,,,
181.18187999999998,MOT_mc_stage_color_00,y-flash,,
181.24854,MOT_mc_light_up_00,l3,,
181.24854,MOT_mc_light_center_00,l3,,
181.24854,MOT_mc_light_under_00,l2,,
181.24854,MOT_mc_speaker_00,l2,,
181.24854,MOT_mc_back_00,l2,,
181.51518,4,2-3,,,
181.51518,5,2-3,,,
181.51518,1,2-3,,,
181.51518,2,1-2,,f0,
181.51518,3,1-2,,f0,
181.91513999999998,3,j2-3,,,
181.91513999999998,2,j2-3,,,
182.3151,4,hj3,,,
182.3151,5,hj3,,,
182.3151,1,hj3,,,
182.3151,MOT_mc_special_03,3-4,,
182.41509,3,hj3,,,
182.41509,2,hj3,,,
182.71506,MOT_mc_special_03,lp4,,
182.9817,4,3-4,,,
182.9817,5,3-4,,,
182.9817,1,3-4,,,
182.9817,2,3-4,,,
182.9817,3,3-4,,,
183.14835,MOT_mc_special_03,hj4,,
183.34833,4,j4-1,,,
183.34833,5,j4-1,,,
183.34833,1,j4-1,,,
183.34833,2,j4-1,,,
183.34833,3,j4-1,,,
183.84828,MOT_mc_special_03,hj4,,
184.28157,4,1-2,l3,,
184.28157,5,1-2,r3,,
184.28157,1,j1-2,,,
184.41488999999999,3,w1,,,
184.41488999999999,2,w1,,,
184.58154,MOT_mc_special_03,lp4,,
184.68152999999998,4,lp2,,,
184.68152999999998,5,lp2,,,
184.68152999999998,1,lp2,,,
184.74819,3,1-2,r3,,
184.74819,2,1-2,l3,,
185.04816,2,lp2,,,
185.04816,3,lp2,,,
185.78142,1,hj2,,,
185.78142,4,hj2,,,
185.78142,5,hj2,,,
186.08139,2,hj2,,,
186.08139,3,hj2,,,
186.51468,1,hj2,,,
186.51468,4,hj2,,,
186.51468,5,hj2,,,
186.81465,2,hj2,,,
186.81465,3,hj2,,,
187.11462,4,2-3,l4,,
187.11462,5,2-3,r4,,
187.11462,1,2-3,,,
187.31459999999998,MOT_mc_special_03,4-3,,
187.38126,4,sj3,,,
187.38126,5,sj3,,,
187.38126,1,sj3,,,
187.81455,MOT_mc_special_03,lp3,,
187.88120999999998,5,w3,,,
187.88120999999998,1,w3,,,
187.88120999999998,4,3-4,lb3,,
187.88120999999998,5,3-4,rb3,,
187.88120999999998,1,3-4,,,
188.04786,3,w2,,,
188.04786,2,w2,,,
188.38116,4,4-1,,,
188.38116,5,4-1,,,
188.38116,1,4-1,,,
188.38116,2,2-3,,b-1,
188.38116,3,2-3,,b-1,
188.78112,3,j3-4,,,
188.78112,2,j3-4,,,
189.18107999999998,4,hj1,,,
189.18107999999998,5,hj1,,,
189.18107999999998,1,hj1,,,
189.18107999999998,MOT_mc_special_03,3-4,,
189.28107,3,hj4,,,
189.28107,2,hj4,,,
189.54771,MOT_mc_special_03,sj4,,
189.84768,4,1-2,,,
189.84768,5,1-2,,,
189.84768,1,1-2,,,
189.84768,2,4-1,,,
189.84768,3,4-1,,,
189.94767,MOT_mc_special_03,4-1,,
190.21430999999998,4,j2-3,,,
190.21430999999998,5,j2-3,,,
190.21430999999998,1,j2-3,,,
190.21430999999998,2,j1-2,,,
190.21430999999998,3,j1-2,,,
190.3143,MOT_mc_special_03,j1-2,,
190.84758,MOT_mc_special_03,lp2,,
190.94756999999998,MOT_mc_stage_color_00,b-flash,,
191.01423,MOT_mc_light_up_00,l3,,
191.01423,MOT_mc_light_center_00,l3,,
191.01423,MOT_mc_light_under_00,l2,,
191.01423,MOT_mc_speaker_00,l2,,
191.01423,MOT_mc_back_00,l2,,
191.01423,MOT_mc_bg_black_00,b20-0,,
191.04756,4,3-4,l4,,
191.04756,5,3-4,r4,,
191.04756,1,j3-4,,,
191.28087,3,w2,,,
191.28087,2,w2,,,
191.44752,3,2-3,rb2,,
191.44752,2,2-3,lb2,,
191.71416,MOT_mc_special_03,2-4,,
191.81414999999998,1,hj4,,,
191.81414999999998,4,hj4,,,
191.81414999999998,5,hj4,,,
192.08078999999998,MOT_mc_special_03,sj4,,
192.14745,2,hj3,,,
192.14745,3,hj3,,,
192.48075,MOT_mc_special_03,4-1,,
192.54740999999999,1,hj4,,,
192.54740999999999,4,hj4,,,
192.54740999999999,5,hj4,,,
192.84738,MOT_mc_special_03,j1-2,,
192.88071,2,hj3,,,
192.88071,3,hj3,,,
193.38065999999998,MOT_mc_special_03,lp2,,
193.54730999999998,1,4-1,,,
193.54730999999998,2,3-4,,,
193.54730999999998,3,3-4,,,
193.54730999999998,4,4-1,,,
193.54730999999998,5,4-1,,,
193.74729,MOT_mc_stage_color_00,b-flash,,
193.84727999999998,1,j1-2,,,
193.84727999999998,2,j4-1,,,
193.84727999999998,3,j4-1,,,
193.84727999999998,4,j1-2,,,
193.84727999999998,5,j1-2,,,
194.21391,1,sj2,,,
194.21391,2,sj1,,,
194.21391,3,sj1,,,
194.21391,4,sj2,,,
194.21391,5,sj2,,,
194.58053999999998,1,2-3,,,
194.58053999999998,2,1-2,,,
194.58053999999998,3,1-2,,,
194.58053999999998,4,2-3,,,
194.58053999999998,5,2-3,,,
194.68053,MOT_mc_special_03,lp4,,
194.91384,1,hj3,,,
194.91384,2,hj2,,,
194.91384,3,hj2,,,
194.91384,4,hj3,,,
194.91384,5,hj3,,,
195.01382999999998,MOT_mc_special_03,4-1,,
195.58043999999998,MOT_mc_stage_color_00,r-flash,,
195.68043,MOT_mc_light_under_00,l1,,
196.14704999999998,5,w3,,,
196.14704999999998,4,w3,,,
196.14704999999998,3,w2,,,
196.14704999999998,2,w2,,,
196.14704999999998,1,w3,,,
