0.03333,MOT_control_all,mix1,,
0.03333,MOT_mc_speaker_00,l1,,
0.03333,MOT_all,cut1,,
0.03333,MOT_mc_special_03,w1,,
188.44781999999998,MOT_mc_special_03,lp4,,
188.68113,2,,r1,,
188.68113,3,,l1,,
188.68113,4,,r1,,
188.68113,5,,l1,,
188.88110999999998,5,w3,,,
188.88110999999998,4,w3,,,
188.88110999999998,3,w4,,,
188.88110999999998,2,w4,,,
188.88110999999998,1,w2,,,
189.08109,MOT_mc_special_03,hj4,,
189.08109,1,hj2,,,
189.08109,2,4-1,rb0,,
189.08109,3,4-1,lb0,,
189.08109,4,3-4,rb0,,
189.08109,5,3-4,lb0,,
189.48104999999998,2,,l1,,
189.48104999999998,3,,r1,,
189.48104999999998,4,,l1,,
189.48104999999998,5,,r1,,
189.88101,MOT_mc_stage_color_00,r-flash,,
189.88101,MOT_mc_special_01,l1,,
189.88101,MOT_mc_special_03,hj4,,
189.88101,4,4-1,,f1,
189.88101,MOT_all,mix1_24,,
190.01433,5,w4,,,
190.01433,3,w1,,,
190.01433,2,w1,,,
190.24764,5,4-1,,f1,
190.3143,1,w2,,,
190.61427,MOT_mc_special_03,lp4,,
190.61427,2,1-2,,f1,
190.81425,4,w1,,,
190.94756999999998,3,1-2,,f1,
191.18088,5,w1,,,
191.21420999999998,1,2-3,,f1,
191.54751,2,w2,,,
191.78082,4,j1-2,,,
191.88081,3,w2,,,
192.14745,1,w3,,,
192.14745,5,j1-2,,,
192.44742,2,j2-3,,,
192.44742,3,j2-3,,,
192.74739,1,j3-4,,,
192.84738,4,w2,,,
193.21401,5,w2,,,
193.51398,3,w3,,,
193.51398,2,w3,,,
193.68062999999998,MOT_mc_stage_color_00,r-flash,,
193.68062999999998,MOT_mc_special_01,l1,,
193.78062,MOT_all,mix1_25,,
193.81395,1,w4,,,
193.81395,MOT_mc_special_03,4-3,,
193.81395,4,2-3,,b0,
194.18058,5,2-3,,b0,
194.3139,MOT_mc_special_03,lp3,,
194.48055,2,3-4,,b0,
194.74719,4,w3,,,
194.78052,3,3-4,,b0,
195.04716,1,4-1,,b0,
195.11382,5,w3,,,
195.41378999999998,2,w4,,,
195.68043,MOT_mc_special_03,3-4,,
195.68043,1,,,f1,
195.71375999999998,3,w4,,,
195.9804,1,w1,,,
196.04706,MOT_mc_special_03,sj4,,
196.08039,2,,,f1,
196.44701999999998,MOT_mc_special_03,4-1,,
196.44701999999998,3,,,f1,
196.74698999999998,4,j3-4,,f1,
196.74698999999998,5,j3-4,,f1,
196.81365,MOT_mc_special_03,j1-2,,
197.34693,MOT_mc_special_03,lp2,,
197.38026,MOT_all,mix1_26,,
197.44691999999998,MOT_mc_stage_color_00,r-flash,,
197.44691999999998,MOT_mc_special_01,l1,,
197.58024,2,j4-1,,,
197.58024,4,j4-1,,,
197.81355,5,w4,,,
197.88021,3,j4-1,,,
197.88021,5,j4-1,,,
198.24684,1,j1-2,,,
198.54681,1,j2-3,,,
198.54681,2,j1-2,,,
198.54681,3,j1-2,,,
198.64679999999998,4,w1,,,
198.94677,5,w1,,,
198.94677,4,j1-2,,,
198.94677,5,j1-2,,,
199.14675,MOT_mc_special_03,2-4,,
199.14675,MOT_all,mix1_27,,
199.34672999999998,1,3-4,,,
199.34672999999998,2,2-3,l2,,
199.34672999999998,3,2-3,r2,,
199.34672999999998,4,2-3,l2,,
199.34672999999998,5,2-3,r2,,
199.51337999999998,MOT_mc_special_03,sj4,,
199.71336,1,4-1,,,
199.71336,2,3-4,l3,,
199.71336,3,3-4,r3,,
199.71336,4,3-4,l3,,
199.71336,5,3-4,r3,,
199.91334,MOT_mc_special_03,4-1,,
200.07998999999998,2,,l4,,
200.07998999999998,3,,r4,,
200.07998999999998,4,,l4,,
200.07998999999998,5,,r4,,
200.27997,MOT_mc_special_03,j1-2,,
200.34663,MOT_mc_stage_color_00,r-flash,,
200.44662,1,j1-2,,,
200.51327999999998,2,j4-1,,,
200.51327999999998,3,j4-1,,,
200.57994,4,j4-1,,,
200.57994,5,j4-1,,,
200.81324999999998,MOT_mc_special_03,lp2,,
200.9799,MOT_all,mix1_28,,
201.24653999999998,2,,lb3,,
201.24653999999998,3,,rb3,,
201.24653999999998,4,,lb3,,
201.24653999999998,5,,rb3,,
201.24653999999998,1,2-3,,,
201.24653999999998,2,1-2,,,
201.24653999999998,3,1-2,,,
201.24653999999998,4,1-2,,,
201.24653999999998,5,1-2,,,
201.74649,2,,lb2,,
201.74649,3,,rb2,,
201.74649,4,,lb2,,
201.74649,5,,rb2,,
202.14645,MOT_mc_stage_color_00,r-flash,,
202.17978,5,w2,,,
202.17978,4,w2,,,
202.17978,3,w2,,,
202.17978,2,w2,,,
202.17978,1,w3,,,
202.24643999999998,1,j3-4,,,
202.3131,2,j2-3,,,
202.3131,3,j2-3,,,
202.37976,4,j2-3,,,
202.37976,5,j2-3,,,
202.81305,MOT_mc_special_03,2-3,,
202.97969999999998,2,,lb1,,
202.97969999999998,3,,rb1,,
202.97969999999998,4,,lb1,,
202.97969999999998,5,,rb1,,
202.97969999999998,1,4-1,,,
202.97969999999998,2,3-4,,,
202.97969999999998,3,3-4,,,
202.97969999999998,4,3-4,,,
202.97969999999998,5,3-4,,,
203.27966999999998,MOT_mc_special_03,lp3,,
203.34633,2,,lb0,,
203.34633,3,,rb0,,
203.34633,4,,lb0,,
203.34633,5,,rb0,,
203.71295999999998,2,,r1,,
203.71295999999998,3,,l1,,
203.71295999999998,4,,r1,,
203.71295999999998,5,,l1,,
203.91294,5,w4,,,
203.91294,4,w4,,,
203.91294,3,w4,,,
203.91294,2,w4,,,
203.91294,1,w1,,,
204.11292,1,hj1,,,
204.11292,2,4-1,rb0,,
204.11292,3,4-1,lb0,,
204.11292,4,4-1,rb0,,
204.11292,5,4-1,lb0,,
204.51288,MOT_mc_special_03,j3-4,,
204.51288,2,,l1,,
204.51288,3,,r1,,
204.51288,4,,l1,,
204.51288,5,,r1,,
204.87950999999998,MOT_control_all,mix1_10,,
205.01282999999998,MOT_mc_special_03,lp4,,
205.04616,5,w1,,,
205.04616,4,w1,,,
205.04616,3,w1,,,
205.04616,2,w1,,,
205.11282,1,1-2,,b0,
205.11282,2,1-2,,b0,
205.11282,3,1-2,,b0,
205.11282,4,1-2,,b0,
205.11282,5,1-2,,b0,
206.04605999999998,5,w2,,,
206.04605999999998,4,w2,,,
206.04605999999998,3,w2,,,
206.04605999999998,2,w2,,,
206.04605999999998,1,w2,,,
208.44582,MOT_mc_light_up_00,l2,,
208.44582,MOT_mc_light_center_00,l1,,
208.44582,MOT_mc_light_under_00,l1,,
208.44582,MOT_mc_special_01,l1,,
208.44582,MOT_mc_special_03,4-1,,
208.44582,1,2-3,,,
208.44582,2,2-3,,,
208.44582,3,2-3,,,
208.44582,4,2-3,,,
208.44582,5,2-3,,,
209.37905999999998,5,w3,,,
209.37905999999998,4,w3,,,
209.37905999999998,3,w3,,,
209.37905999999998,2,w3,,,
209.37905999999998,1,w3,,,
